,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" _37M3Pb"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" eFQ30H"")][5]//*[@style=""height:64px;width:64px""]_RELOC",class nameCXW8mj_SEL,"xpath//*[@id=""container""]/div/div[2]/div/div/div[5]/a/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _37M3Pb"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" eFQ30H"")][6]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _1psGvi"")][1]/div[1]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div[6]/a/div[2]/div_SEL","//*[@data-tracking-id=""Today's Fashion Deals""]//*[@style=""-webkit-transform:translateX(0px);-moz-transform:translateX(0px);-o-transform:translateX(0px);-ms-transform:translateX(0px);transform:translateX(0px)""]/*[@style=""width:232px""][6]_RELOC",class name_3YgSsQ_SEL,"xpath//*[@id=""container""]/div/div[3]/div[5]/div/div[2]/div/div/div/div/div[6]_SEL","//*[@name=""marketplace""]_RELOC",namemarketplace_SEL,"xpath//*[@id=""container""]/div/div/div/div[2]/div[2]/form/div/input[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _3IT4e6"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _1U1qnR"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _1LJS6T"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _2NKhZn"")][1]/p[2]_RELOC","xpath//*[@id=""container""]/div/footer/div/div[3]/div/div[6]/div/div[2]/div/div/p[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _37M3Pb"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" eFQ30H"")][8]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" xtXmba"")][1]_RELOC",class namextXmba_SEL,"xpath//*[@id=""container""]/div/div[2]/div/div/div[8]/a/div[2]_SEL","//*[@data-tracking-id=""Top Offers""]//*[@style=""-webkit-transform:translateX(0px);-moz-transform:translateX(0px);-o-transform:translateX(0px);-ms-transform:translateX(0px);transform:translateX(0px)""]/*[@style=""width:232px""][6]/div[1]_RELOC","xpath//*[@id=""container""]/div/div[3]/div[4]/div/div/div[2]/div/div/div/div/div[6]/div_SEL","//*[@data-tracking-id=""Today's Fashion Deals""]//*[@style=""-webkit-transform:translateX(0px);-moz-transform:translateX(0px);-o-transform:translateX(0px);-ms-transform:translateX(0px);transform:translateX(0px)""]/*[@style=""width:232px""][1]/div[1]_RELOC","xpath//*[@id=""container""]/div/div[3]/div[5]/div/div[2]/div/div/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _3IT4e6"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _1U1qnR"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _1LJS6T"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _2NKhZn"")][1]/p[1]_RELOC","xpath//*[@id=""container""]/div/footer/div/div[3]/div/div[6]/div/div[2]/div/div/p_SEL","//*[@style=""width:0px;transform:translateX(0px)""]/*[@data-clone=""true""][2]_RELOC",class name_1mIbUg_SEL,"xpath//*[@id=""container""]/div/div[3]/div[2]/div/div/div[7]_SEL","//*[@title=""Under ₹299""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _3khuHA"")][1]_RELOC",class name_3khuHA_SEL,"xpath//*[@id=""container""]/div/div[3]/div[5]/div/div[2]/div/div/div/div/div[6]/div/a/div[4]_SEL","//*[@title=""Under ₹399""]//*[@style=""height:200px;width:200px""]_RELOC","xpath//*[@id=""container""]/div/div[3]/div[5]/div/div[2]/div/div/div/div/div[3]/div/a/div/div_SEL","//*[@data-tracking-id=""Top Offers""]//*[@style=""-webkit-transform:translateX(0px);-moz-transform:translateX(0px);-o-transform:translateX(0px);-ms-transform:translateX(0px);transform:translateX(0px)""]/*[@style=""width:232px""][7]_RELOC","xpath//*[@id=""container""]/div/div[3]/div[4]/div/div/div[2]/div/div/div/div/div[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _37M3Pb"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" eFQ30H"")][2]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _1mkliO"")][1]_RELOC",class name_1mkliO_SEL,"xpath//*[@id=""container""]/div/div[2]/div/div/div[2]/a/div_SEL","//*[@data-tracking-id=""Top Offers""]//*[@style=""-webkit-transform:translateX(0px);-moz-transform:translateX(0px);-o-transform:translateX(0px);-ms-transform:translateX(0px);transform:translateX(0px)""]/*[@style=""width:232px""][3]_RELOC","xpath//*[@id=""container""]/div/div[3]/div[4]/div/div/div[2]/div/div/div/div/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _37M3Pb"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" eFQ30H"")][2]//*[@style=""height:64px;width:64px""]_RELOC","xpath//*[@id=""container""]/div/div[2]/div/div/div[2]/a/div/div_SEL","//*[@data-tracking-id=""Today's Fashion Deals""]//*[@data-tracking-id=""1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _2LaGin"")][1]_RELOC",class name_2LaGin_SEL,"xpath//*[@id=""container""]/div/div[3]/div[5]/div/div[2]/div/div/div/div/div[2]/div/a/div[5]_SEL","//*[@style=""width:0px;transform:translateX(0px)""]/*[@data-clone=""false""][2]_RELOC","xpath//*[@id=""container""]/div/div[3]/div[2]/div/div/div[3]_SEL","//*[@style=""background-image:url(http://wayback.archive-it.org/all/20220202195235im_/https://rukminim1.flixcart.com/flap/278/278/image/2ea5cfb32819ccec.jpg?q=90);background-position:0 bottom""]_RELOC",class name_2JQgSY_SEL,"xpath//*[@id=""container""]/div/div[3]/div[4]/div/div/div_SEL","//*[@data-tracking-id=""Today's Fashion Deals""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _3ZYowz"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mYI3GX"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _35l9rN"")][1]_RELOC",class name_35l9rN_SEL,"xpath//*[@id=""container""]/div/div[3]/div[5]/div/div[2]/div/div/div[3]_SEL"
0,20220202195235,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True
1,20220203021106,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True
2,20220204135843,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True
3,20220205194403,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
4,20220206211641,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
5,20220207234542,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
6,20220208234016,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False
7,20220209182741,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
8,20220210215245,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
9,20220211092015,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
10,20220212230041,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
11,20220213104627,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
12,20220214225329,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
13,20220215224837,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
14,20220216232427,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
15,20220217231058,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
16,20220218170803,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
17,20220219213214,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
18,20220220222141,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
19,20220221232314,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
20,20220222234438,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
21,20220223220344,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
22,20220224230616,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
23,20220225235705,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
24,20220226220723,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
25,20220227181920,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False
26,20220228142031,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
27,20220301235605,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
28,20220302133016,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True
