,Timestamp,"//*[@id=""home-container-media""]/div[14]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details-text-shell "")][1]_RELOC",class namedetails-text-shell_SEL,"xpath//*[@id=""home-container-media""]/div[14]/div/div[2]/div[2]_SEL","//*[@id=""home-container-media""]/div[21]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/div[1]_RELOC",class namerich-thumbnail_SEL,"xpath//*[@id=""home-container-media""]/div[21]/div/div_SEL","//*[@id=""home-container-media""]/div[22]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details-text-shell "")][1]_RELOC","xpath//*[@id=""home-container-media""]/div[22]/div/div[2]/div[2]_SEL","//*[@id=""home-container-media""]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details-text-shell "")][1]/div[2]_RELOC",class namerich-video-meta_SEL,"xpath//*[@id=""home-container-media""]/div/div/div[2]/div[2]/div[2]_SEL","//*[@id=""home-container-media""]/div[10]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/div[1]_RELOC",class namechannel-avatar_SEL,"xpath//*[@id=""home-container-media""]/div[10]/div/div[2]/div_SEL","//*[@id=""info""]/*[@id=""menu""][1]/div[3]_RELOC",class namemenu-button_SEL,"xpath//*[@id=""menu""]/div[3]_SEL","//*[@id=""related""]/div[6]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/div[1]_RELOC",class namevideo-title_SEL,"xpath//*[@id=""related""]/div[6]/div/div[2]/div_SEL","//*[@id=""home-container-media""]/div[9]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/div[1]_RELOC","xpath//*[@id=""home-container-media""]/div[9]/div/div[2]/div_SEL","//*[@id=""home-container-media""]/div[8]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details-text-shell "")][1]/div[2]_RELOC","xpath//*[@id=""home-container-media""]/div[8]/div/div[2]/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" minimized "")]_RELOC",idlocarchives_wrapper_SEL,class nameminimized_SEL,"xpath//*[@id=""locarchives_wrapper""]_SEL","//*[@id=""related""]/div[7]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/div[1]_RELOC",class namethumbnail_SEL,"xpath//*[@id=""related""]/div[7]/div/div_SEL","//*[@id=""home-container-media""]/div[6]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details-text-shell "")][1]/div[2]_RELOC","xpath//*[@id=""home-container-media""]/div[6]/div/div[2]/div[2]/div[2]_SEL","//*[@id=""home-container-media""]/div[18]_RELOC",class namerich-grid-media-skeleton_SEL,"xpath//*[@id=""home-container-media""]/div[18]_SEL","//*[@id=""home-container-media""]/div[12]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/div[1]_RELOC","xpath//*[@id=""home-container-media""]/div[12]/div/div_SEL","//*[@id=""home-container-media""]/div[12]_RELOC","xpath//*[@id=""home-container-media""]/div[12]_SEL","//*[@id=""home-container-media""]/div[9]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details-text-shell "")][1]_RELOC","xpath//*[@id=""home-container-media""]/div[9]/div/div[2]/div[2]_SEL","//*[@id=""home-container-media""]/div[20]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details-text-shell "")][1]_RELOC","xpath//*[@id=""home-container-media""]/div[20]/div/div[2]/div[2]_SEL","//*[@id=""home-container-media""]/div[24]_RELOC","xpath//*[@id=""home-container-media""]/div[24]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" autoplay "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-skeleton "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]/div[1]_RELOC","xpath//*[@id=""related""]/div/div[2]/div/div[2]/div_SEL","//*[@id=""home-container-media""]/div[9]/*[contains(concat("" "", normalize-space(@class), "" ""), "" video-details "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" details "")][1]_RELOC",class namedetails_SEL,"xpath//*[@id=""home-container-media""]/div[9]/div/div[2]_SEL"
0,20210813191330,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,20210902083559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,20210906224422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,20210907032214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,20210909060336,True,False,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True
5,20210910213841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,20210911190809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,20210913202128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,20210914234516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,20210915222632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,20210920081442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
11,20210930090213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,20211006213009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,20211007225313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,20211008154309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,20211012225310,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,20211013233111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,20211014221930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,20211015210748,True,False,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True
19,20211016164329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,20211018161033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,20211019171544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,20211020235024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,20211022223337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
