,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][1]/div[5]/div[1]/div[1]/div[1]/ul[1]/li[16]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[2]/div[5]/div/div/div/ul/li[16]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[10]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w4 "")][1]/div[1]/ul[1]/li[14]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[10]/div/div[2]/div/ul/li[14]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[8]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w4 "")][1]/div[1]/ul[1]/li[6]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[8]/div/div[2]/div/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" col3 "")]_RELOC",class namerh09tiles_SEL,"xpath//*[@id=""__next""]/div/section[3]/div/div_SEL","//*[@data-lbl=""ribbon:Experian""]/div[2]_RELOC",class namerw-logo_SEL,"xpath//*[@id=""__next""]/div/section[5]/div/ul/li/a/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[10]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w4 "")][1]/div[1]/ul[1]/li[2]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[10]/div/div[2]/div/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rh08sliderw2 "")]/div[2]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rh02txt "")][1]/div[1]/div[1]_RELOC",class namerh08w6_SEL,"xpath//*[@id=""rh08""]/div/div/div[2]/div/div[2]/div/div_SEL","//*[@data-lbl=""cloud-apps:hcm""]/span[1]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[2]/div[3]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[1]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w5-half "")][1]/ul[1]/li[5]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div/div/div/div/ul/li[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[8]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w4 "")][1]/div[1]/ul[1]/li[5]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[8]/div/div[2]/div/ul/li[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[5]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" obttns "")][1]_RELOC",class nameobttns_SEL,"xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[5]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" col3 "")]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rh09-cta "")][1]_RELOC",class namerh09-cta_SEL,"xpath//*[@id=""__next""]/div/section[3]/div/div/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[2]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w4 "")][1]/div[1]/ul[1]/li[2]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[2]/div/div[2]/div/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][1]/div[4]/div[1]/div[1]/div[1]/ul[1]/li[3]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[2]/div[4]/div/div/div/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[8]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w4 "")][1]_RELOC",class namerc105w4_SEL,"xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[8]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[11]/div[1]/div[1]/div[1]/ul[1]/li[2]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[11]/div/div/div/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rw-scrim-neutral-40bg "")][2]/div[9]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105w4 "")][1]/div[1]/ul[1]/li[6]_RELOC","xpath//*[@id=""__next""]/div/section[4]/div/div[4]/div[9]/div/div[2]/div/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105v0 "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rc105-subheader "")][1]/div[1]_RELOC",class namerc105-ttl_SEL,"xpath//*[@id=""__next""]/div/section[4]/div/div/div_SEL","//*[@style=""background-image:url(https://www.oracle.com/node/oce/storyhub/prod/api/v1.1/assets/CONT08D9D2AE3A324C6F8912CCE88C4592FD/native""]/div[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" obttns "")][1]_RELOC","xpath//*[@id=""__next""]/div/section[5]/div[2]/div[6]/div/div/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" rc68w2 "")]/div[1]_RELOC",class namecol-framework_SEL,"xpath//*[@id=""__next""]/div/section[6]/div/div/div_SEL"
0,20220309232438,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,3,1,1,1,1,9,1,1,1,18,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
1,20220310233504,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,4,1,1,1,1,9,1,1,1,19,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
2,20220311225247,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,4,1,1,1,1,9,1,1,1,19,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
3,20220312205254,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,4,1,1,1,1,9,1,1,1,19,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
4,20220313213736,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20220314230745,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20220315190321,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,4,1,1,1,1,9,1,1,1,19,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
7,20220316171825,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
8,20220317225943,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
9,20220318235556,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
10,20220319203201,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
11,20220320234645,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
12,20220321223029,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
13,20220322233022,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
14,20220323233232,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
15,20220324231320,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
16,20220325180022,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
17,20220326223143,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
18,20220327201722,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,6,1,1,1,1,9,1,1,1,21,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
19,20220328194909,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20220329191609,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20220330215300,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
22,20220331234542,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
23,20220401175953,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
24,20220402211605,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
25,20220403155218,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
26,20220404142009,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
27,20220405211841,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
28,20220406221335,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
29,20220407094632,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
30,20220408190833,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,1,1,1,1,1
31,20220409214547,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,5,1,1,1,1,9,1,1,1,20,2,1,6,3,1,1,1,1,1,19,1,1,1,1,1,1,2,22,0,1,1,1,1
