,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keywords "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-item "")][10]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-badge "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-name "")][1]_RELOC",class nameindex-connect__keyword-name_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div[3]/div[2]/div/div[10]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-footer__base "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][6]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gtm-home-footer-other "")][1]/span[1]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[4]/div/div[2]/div/div[2]/div[6]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-signup__join-btn-label "")]_RELOC",class nameindex-signup__join-btn-label_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div[7]/div/a/div/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" gtm-home-footer-qa-directory "")]/span[1]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[4]/div/div[2]/div/div[2]/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-footer__base "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][1]_RELOC",class namenova-legacy-l-flex__item_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[4]/div/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-footer__base "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][2]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[4]/div/div[2]/div/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-content "")]_RELOC",class nameindex-content_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-discover__content "")]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-footer__base "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][6]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[4]/div/div[2]/div/div[2]/div[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keywords "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-item "")][2]_RELOC",class nameindex-connect__keyword-item_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div[3]/div[2]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-discover "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-discover__img "")][1]_RELOC",class nameindex-discover__img_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keywords "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-item "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-badge "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-name "")][1]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div[3]/div[2]/div/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-content "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][1]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__content "")]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-stats__content "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-section__strapline "")][1]_RELOC",class nameindex-section__strapline_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div[5]/div/p_SEL",//*button_RELOC,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div/div/div/div/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keywords "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" index-connect__keyword-item "")][5]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[3]/div[3]/div[2]/div/div[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-header__menu "")]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-footer__base "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nova-legacy-l-flex__item "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gtm-home-footer-other "")][1]/span[1]_RELOC","xpath//*[@id=""rgw1_6225496da94fd""]/div/div[4]/div/div[2]/div/div/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" index-main__socials "")]_RELOC",class nameindex-main__socials_SEL,"xpath//*[@id=""rgw1_6225496da94fd""]/div/div[2]/div/div_SEL"
0,20220306235322,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False
1,20220307235950,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
2,20220308235851,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
3,20220309235218,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
4,20220310235655,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
5,20220311230832,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
6,20220312233609,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
7,20220313233220,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
8,20220314235320,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
9,20220315233054,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
10,20220316225327,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
11,20220317235739,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
12,20220318232101,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
13,20220319234452,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
14,20220320235443,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
15,20220321235812,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
16,20220322232811,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
17,20220323235435,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
18,20220324235906,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
19,20220325223618,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
20,20220326234031,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
21,20220327234917,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
22,20220328232752,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
23,20220329225801,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
24,20220330234436,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
25,20220331234638,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
26,20220401235929,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
27,20220402235943,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False
