,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" AssemblyTextButton--inverted "")]/span[1]_RELOC","xpath//*[@id=""TopNavigationReactTarget""]/header/div/div[2]/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-carouselItemDescription "")]_RELOC",class namePrismicTextCallout-carouselItemDescription_SEL,"xpath//*[@id=""PrismicMediaCarouselTarget""]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-carousel "")]_RELOC",class namePrismicTextCallout-carousel_SEL,"xpath//*[@id=""PrismicMediaCarouselTarget""]/div_SEL",//main[1]/section[7]/div[1]/div[1]/div[1]/div[1]_RELOC,class namePrismicTextCallout-title_SEL,"xpath//*[@id=""page""]/section[7]/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteCreateIconButton-xhp "")]/a[1]/span[1]_RELOC","xpath//*[@id=""TopNavigationReactTarget""]/header/div/div/div[2]/div[3]/a/span_SEL","//*[@onclick=""if(window.logPageAction){window.logPageAction('topic_prismic',{currentUrl:window.location.pathname,nextUrl:'/topic/arts-and-humanities/'});}""]/span[1]_RELOC","xpath//*[@id=""PrismicTopicLinksTarget""]/div[3]/a/span_SEL",//main[1]/section[7]/div[1]_RELOC,class nameUIContainer_SEL,"xpath//*[@id=""page""]/section[7]/div_SEL",//main[1]/section[3]/div[1]/div[1]_RELOC,class namePrismicTextCallout-content_SEL,"xpath//*[@id=""page""]/section[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteFooter-socialAndCopyright "")]/div[1]/div[1]/div[1]/span[2]_RELOC",class nameUIIconButton_SEL,xpath//html/body/div[2]/footer/div/div[2]/section/div/div/div/span[2]_SEL,//main[1]/section[9]/div[1]_RELOC,"xpath//*[@id=""page""]/section[9]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTopicSubject--Languages "")]_RELOC",class namePrismicTopicSubject_SEL,"xpath//*[@id=""PrismicTopicLinksTarget""]/div_SEL","//*[@onclick=""if (Quizlet.trackPrismicCTAClick) Quizlet.trackPrismicCTAClick('hero-module-signup');var x=Quizlet.openSignupModal;return !x||!x({""signupOrigin"":""info-page-cta"",""screenName"":""none/homepage""})&&!1""]/span[1]_RELOC",class nameUIButton-wrapper_SEL,"xpath//*[@id=""page""]/section/div/div/div[2]/div[3]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--fullCover "")]/div[1]_RELOC","xpath//*[@id=""page""]/section[8]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--carousel "")]/div[1]/div[1]_RELOC","xpath//*[@id=""page""]/section/div/div_SEL","//*[@name=""cstoken""]_RELOC",namecstoken_SEL,xpath//html/body/div[2]/footer/div/div/div/div[5]/div/div/div/div/div/form/input_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--fullCover "")]/div[1]/div[1]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-title "")][1]_RELOC","xpath//*[@id=""page""]/section[8]/div/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TopNavigation-contentLeft "")]_RELOC",class nameTopNavigation-contentLeft_SEL,"xpath//*[@id=""TopNavigationReactTarget""]/header/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteFooter-flexContainer "")]/div[4]/div[1]/div[1]_RELOC",class nameUIRow_SEL,xpath//html/body/div[2]/footer/div/div/div/div[4]/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTopicLinks-inner "")]_RELOC",class namePrismicTopicLinks-inner_SEL,"xpath//*[@id=""page""]/section[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteNavLoginSection "")]_RELOC",class nameSiteNavLoginSection_SEL,"xpath//*[@id=""TopNavigationReactTarget""]/header/div/div[2]/div[2]_SEL"
0,20210318203611,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
1,20210319200453,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
2,20210320115614,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
3,20210321224922,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
4,20210322165514,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
5,20210323162323,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
6,20210325220507,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
7,20210326024131,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
8,20210327095151,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
9,20210328181525,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
10,20210329074222,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
11,20210330235751,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
12,20210331054944,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
13,20210401165754,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
14,20210402105855,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
15,20210403220450,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
16,20210404223043,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True
