,Timestamp,"//*[@id=""uninav-toggle""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" sr-only "")][1]_RELOC",class namesr-only_SEL,"xpath//*[@id=""uninav-toggle""]/span[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" filter "")]/li[1]_RELOC","xpath//*[@id=""latest-container""]/ul/li[1]_SEL","//*[@data-section=""news""]/div/article[7]/a/div/div_RELOC",class nameimg-display_SEL,"xpath//*[@id=""latest-container""]/div[1]/div/article[7]/a/div/div_SEL","//*[@data-section=""news""]/div/article[2]/a/div/div/p_RELOC",class namecategory_SEL,"xpath//*[@id=""latest-container""]/div[1]/div/article[2]/a/div/div/p_SEL","//*[@data-section=""news""]/div/article[6]/a/div/div_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[6]/a/div/div_SEL",//*title_RELOC,"xpath//*[@id=""head""]/title_SEL","//*[@src=""https://web.archive.org/web/20220305214320im_/https://asset-ent.abs-cbn.com/updates/starmagic/2022/03/05/Star-Magic-Ronnie-Alontes-remarkable-rise-as-a-Kapamilya-leading-man_.jpg""]_RELOC",class nameimg-src_SEL,"xpath//*[@id=""latest-container""]/div[2]/div/article[1]/a/div/div/img_SEL","//*[@data-section=""entertainment""]/div/article[8]/a/div/div/p_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[8]/a/div/div/p_SEL","//*[@data-section=""entertainment""]/div/article[3]/a/div/div_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[3]/a/div/div_SEL","//*[@data-section=""news""]/div/article[1]/a/h3_RELOC",class namelist-title_SEL,"xpath//*[@id=""latest-container""]/div[1]/div/article[1]/a/h3_SEL","//*[@data-section=""entertainment""]/div/article[6]/a/h3_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[6]/a/h3_SEL","//*[@data-section=""entertainment""]/div/article[5]/a/div/div_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[5]/a/div/div_SEL","//*[@data-section=""entertainment""]/div/article[9]/a/div_RELOC",class nameimg-container_SEL,"xpath//*[@id=""latest-container""]/div[2]/div/article[9]/a/div_SEL","//*[@data-section=""news""]/div/article[2]_RELOC",class namelatest-list_SEL,"xpath//*[@id=""latest-container""]/div[1]/div/article[2]_SEL",//form/h3/h3/h3/h3/h3_RELOC,"xpath//*[@id=""form""]/h3/h3/h3/h3/h3_SEL","//*[@src=""https://web.archive.org/web/20220305214320im_/https://sa.kapamilya.com/absnews/abscbnnews/media/2022/life/03/05/20220305-francis-casey-alcantara.jpg""]_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[6]/a/div/div/img_SEL","//*[@data-section=""entertainment""]/div/article[4]/a/p_RELOC",class nametime_SEL,"xpath//*[@id=""latest-container""]/div[2]/div/article[4]/a/p_SEL",//nav/ul/li[5]/ul/li[3]/ul_RELOC,class namesub-nav_SEL,"xpath//*[@id=""side-nav""]/ul/li[5]/ul/li[3]/ul_SEL",//nav/ul/li[4]/ul_RELOC,"xpath//*[@id=""side-nav""]/ul/li[4]/ul_SEL","//*[@data-section=""news""]/div/article[7]/a/div/div/p_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[7]/a/div/div/p_SEL","//*[@data-section=""news""]/div/article[5]/a/h3_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[5]/a/h3_SEL",//nav/ul/li[2]/ul_RELOC,"xpath//*[@id=""side-nav""]/ul/li[2]/ul_SEL","//*[@data-section=""entertainment""]/div/article[9]/a/div/div_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[9]/a/div/div_SEL","//*[@data-section=""movies""]/div/article/a/div_RELOC","xpath//*[@id=""latest-container""]/div[5]/div/article/a/div_SEL",//nav/ul/li[5]/ul/li[4]/ul_RELOC,"xpath//*[@id=""side-nav""]/ul/li[5]/ul/li[4]/ul_SEL",//nav/ul/li[3]_RELOC,"xpath//*[@id=""side-nav""]/ul/li[3]_SEL","//*[@data-section=""news""]/div/article[1]/a/div/div_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[1]/a/div/div_SEL","//*[@data-section=""news""]/div/article[4]/a/h3_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[4]/a/h3_SEL",//form/h3/h3/h3/p_RELOC,"xpath//*[@id=""form""]/h3/h3/h3/p_SEL","//*[@src=""https://web.archive.org/web/20220305214320im_/https://asset-ent.abs-cbn.com/videos/icanseeyourvoice/2022/03/05/I-Can-See-Your-Voice-Yeng-May-Natutunan-Sa-Nangyari-Sa-Kanila-Ni-Ryan-.jpg""]_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[6]/a/div/div/img_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list "")]_RELOC",class namenav-list_SEL,"xpath//*[@id=""top-nav""]/ul_SEL","//*[@data-section=""news""]/div/article[5]_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[5]_SEL",//form/h3/h3/p_RELOC,"xpath//*[@id=""form""]/h3/h3/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" header-bar "")]_RELOC",class nameheader-bar_SEL,"xpath//*[@id=""form""]/div[4]/header/div/div_SEL",//nav/ul/li[6]/ul_RELOC,"xpath//*[@id=""side-nav""]/ul/li[6]/ul_SEL",//nav/ul/li[4]_RELOC,"xpath//*[@id=""side-nav""]/ul/li[4]_SEL","//*[@data-section=""news""]/div/article[1]/a/p_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[1]/a/p_SEL","//*[@src=""https://web.archive.org/web/20220305214320im_/https://sa.kapamilya.com/absnews/abscbnnews/media/2022/news/03/06/03062022-pacquiao-huwag-bumoto-ng-magnanakaw.jpg""]_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[3]/a/div/div/img_SEL","//*[@data-section=""news""]/div/article[7]/a/div_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[7]/a/div_SEL","//*[@data-section=""news""]/div/article[5]/a/div/div/p_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[5]/a/div/div/p_SEL","//*[@data-section=""entertainment""]/div/article[4]/a/div/div/p_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[4]/a/div/div/p_SEL",//*noscript_RELOC,xpath//html/body/noscript_SEL,"//*[@data-section=""news""]/div_RELOC",class namelatest-content_SEL,"xpath//*[@id=""latest-container""]/div[1]/div_SEL","//*[@data-section=""news""]/div/article[8]/a/h3_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[8]/a/h3_SEL",//nav/ul/li[5]/ul/li[2]/ul_RELOC,"xpath//*[@id=""side-nav""]/ul/li[5]/ul/li[2]/ul_SEL","//*[@data-section=""entertainment""]/div/article[4]/a/h3_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[4]/a/h3_SEL","//*[@data-section=""news""]/div/article[2]/a/div/div_RELOC","xpath//*[@id=""latest-container""]/div[1]/div/article[2]/a/div/div_SEL","//*[@data-section=""entertainment""]/div/article[7]/a/h3_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[7]/a/h3_SEL","//*[@data-section=""entertainment""]/div/article[3]/a/h3_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[3]/a/h3_SEL","//*[@data-section=""entertainment""]/div/article[3]/a/div_RELOC","xpath//*[@id=""latest-container""]/div[2]/div/article[3]/a/div_SEL"
0,20220306221833,1,2,1,1,1,1,36,1,1,39,1,1,1,0,1,0,36,0,0,0,0,0,1,27,1,0,0,0,0,0,28,0,1,27,1,0,0,0,1,0,27,0,1,18,1,1,1,1,1,1,1,1,1,0,0,9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,3,1,7,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
1,20220307233239,1,2,1,1,1,1,36,1,1,39,1,1,1,0,1,0,36,0,0,0,0,0,1,27,1,0,0,0,0,0,28,0,1,27,1,0,0,0,1,0,27,0,1,18,1,1,1,1,1,1,1,1,1,0,0,9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,3,1,7,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
2,20220308031520,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,20220309123143,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,20220310161821,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,20220311211251,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,20220312215930,1,2,1,1,1,1,36,1,1,39,1,1,1,0,1,0,36,0,0,0,0,0,1,27,1,0,0,0,0,0,28,0,1,27,1,0,0,0,1,0,27,0,1,18,1,1,1,1,1,1,1,1,1,0,0,9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,3,1,7,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
7,20220313194303,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,20220315141616,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,20220317165330,1,2,1,1,1,1,36,1,1,39,1,1,1,0,1,0,36,0,0,0,0,0,1,27,1,0,0,0,0,0,28,0,1,27,1,0,0,0,1,0,27,0,1,18,1,1,1,1,1,1,1,1,1,0,0,9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,3,1,7,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
10,20220318194803,1,2,1,1,1,1,36,1,1,39,1,1,1,0,1,0,36,0,0,0,0,0,1,27,1,0,0,0,0,0,28,0,1,27,1,0,0,0,1,0,27,0,1,18,1,1,1,1,1,1,1,1,1,0,0,9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,3,1,7,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
11,20220319201815,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,20220320235828,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,20220321055514,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,20220322063914,1,2,1,1,1,1,45,1,1,48,1,1,1,0,1,0,45,1,1,1,1,1,1,36,1,1,1,1,1,1,37,1,1,36,1,0,0,0,1,1,36,1,1,18,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
