,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-dropdown-2 "")]/ul[1]/li[1]/div[1]/a[1]/span[1]_RELOC",class namevertical-align-middle_SEL,"xpath//*[@id=""nav-right""]/ul/li[3]/ul/li/div/ul/li[3]/ul/li/div/a/span_SEL","//*[@data-qa=""award-winner""]_RELOC",class named-flex_SEL,"xpath//*[@id=""main""]/section[3]/div/div[2]/div[2]/div/div[2]_SEL","//*[@data-qa-section=""rebrand-skills""]/div[2]_RELOC",class namecontainer-visitor_SEL,"xpath//*[@id=""main""]/div/section[3]/div[2]_SEL","//*[@aria-expanded=""true""]/div[1]/div[1]_RELOC","xpath//*[@id=""nav-right""]/ul/li[3]/ul/li/div/ul/li/button/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" list-inline "")]/li[2]_RELOC",class namelink-item_SEL,"xpath//*[@id=""__layout""]/div/div/footer/div[2]/div[3]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xl-10 "")]/div[1]_RELOC",class namerow_SEL,"xpath//*[@id=""main""]/section[4]/div[3]/div/div/div_SEL","//*[@data-qa=""skill-list""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/div[2]/div[15]_RELOC",class namemb-15_SEL,"xpath//*[@id=""main""]/div/section[3]/div[2]/div/div[2]/div/div[2]/div[15]_SEL","//*[@title=""Download Upwork app from Google Play""]/span[1]_RELOC",class namesr-only_SEL,"xpath//*[@id=""__layout""]/div/div/footer/div[2]/div[2]/div[2]/ul/li[2]/a/span_SEL","//*[@data-qa=""badge-names-desktop""]/span[6]_RELOC",class namevs-cursor-pointer_SEL,"xpath//*[@id=""main""]/section[4]/div[3]/div/div/div/div/div/span[6]_SEL","//*[@data-qa=""skill-list""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row "")][1]/div[2]/div[5]_RELOC","xpath//*[@id=""main""]/div/section[3]/div[2]/div/div[2]/div/div[2]/div[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" open "")]/ul[1]/li[1]/ul[1]/li[7]_RELOC","xpath//*[@id=""nav-right""]/ul/li[3]/ul/li/div/ul/li/ul/li/ul/li[7]_SEL","//*[@data-qa=""skill-list""]/div[3]/div[2]/div[7]_RELOC","xpath//*[@id=""main""]/div/section[3]/div[2]/div/div[2]/div[3]/div[2]/div[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-dropdown-1 "")]/ul[1]/li[1]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dm-item-4 "")][1]_RELOC",class namept-10_SEL,"xpath//*[@id=""nav-right""]/ul/li[3]/ul/li/div/ul/li[2]/ul/li/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer-links "")]_RELOC",class namefooter-links_SEL,"xpath//*[@id=""__layout""]/div/div/footer/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" py-md-30 "")]/div[4]/div[1]/div[1]/*[@data-qa=""delivery-model-card""][1]_RELOC",class namecol-md-4_SEL,"xpath//*[@id=""main""]/section[2]/div/div[4]/div/div/div[2]_SEL","//*[@title=""Download Upwork app from Google Play""]/div[1]_RELOC",class nameup-icon_SEL,"xpath//*[@id=""__layout""]/div/div/footer/div[2]/div[2]/div[2]/ul/li[2]/a/div_SEL","//*[@data-qa=""skill-list""]/div[4]/div[1]/div[3]_RELOC","xpath//*[@id=""main""]/div/section[3]/div[2]/div/div[2]/div[4]/div/div[3]_SEL","//*[@data-qa=""awards-rating""]_RELOC",class namecol-12_SEL,"xpath//*[@id=""main""]/section[3]/div/div[2]/div[2]_SEL","//*[@data-qa=""skill-list""]/div[3]/div[2]/div[1]_RELOC","xpath//*[@id=""main""]/div/section[3]/div[2]/div/div[2]/div[3]/div[2]/div_SEL","//*[@data-qa=""customer-1-feedback""]/p[1]/span[1]_RELOC",class namequote_SEL,"xpath//*[@id=""main""]/div/section[2]/div/div/div/div/p/span_SEL"
17,20220210132514,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
18,20220211210846,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
19,20220212214005,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
20,20220213204912,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
21,20220214144436,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
22,20220215235608,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
23,20220216232359,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
24,20220217232600,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
25,20220218203624,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
26,20220219224536,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
27,20220220235758,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
28,20220221235607,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
29,20220222224706,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
30,20220223225128,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
31,20220224235535,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
32,20220225235841,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
33,20220226235850,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
34,20220227235854,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
35,20220228204841,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
36,20220301231903,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
37,20220302234910,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
38,20220303235040,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
39,20220304231959,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
40,20220305235002,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
41,20220306235830,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
42,20220307235907,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
43,20220308235915,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
44,20220309235933,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
45,20220310235908,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
46,20220311232024,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
47,20220312235959,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
48,20220313235914,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
49,20220314234727,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
50,20220315235639,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
51,20220316232642,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
52,20220317232623,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False
53,20220318211633,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
54,20220319235356,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
55,20220320235118,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
56,20220321235744,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
57,20220322235839,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
58,20220323235826,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
59,20220324235929,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
60,20220325235944,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
61,20220326235955,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
62,20220327235829,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
63,20220328235821,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
64,20220329224939,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
65,20220330210754,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
66,20220331235611,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
67,20220401231322,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
68,20220402215344,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
69,20220403223707,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
70,20220404210902,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
71,20220405234630,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
72,20220406214708,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
73,20220407221911,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
74,20220408231436,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
75,20220409234543,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
76,20220410201058,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
77,20220411212852,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
78,20220412231949,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
79,20220413211640,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
80,20220414141549,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
81,20220415233506,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
82,20220416204718,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
83,20220417234517,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
84,20220418232837,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
