,Timestamp,"//*[@data-analytics-view-custom-item-id=""10517966216""]/div[2]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mg9e_8"")][1]/span[2]_RELOC",class namemsa3_z4_SEL,"xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[20]/div/div[2]/ul/li/span[2]_SEL","//*[@data-box-name=""offersContainer""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" opbox-sheet-wrapper"")][1]_RELOC",class nameopbox-sheet-wrapper_SEL,xpath//html/body/div[3]/div[4]/div/div/div[2]/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div/div[2]/div_SEL,"//*[@data-analytics-view-custom-item-id=""11348936330""]/div[2]/ul[1]/li[2]/span[1]_RELOC",class name_1svub_SEL,"xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[18]/div/div[2]/ul/li[2]/span_SEL","//*[@data-analytics-view-custom-title=""Super cena!""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" _b73bd_1hfkz"")][1]_RELOC",class name_b73bd_1hfkz_SEL,"xpath//*[@id=""carousel-icon-tiles-carousel-36882""]/div/div/div/div[9]/a/div[2]_SEL","//*[@data-analytics-view-custom-item-id=""11325576462""]/div[2]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mg9e_8"")][1]_RELOC",class namemg9e_8_SEL,"xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[8]/div/div[2]/ul/li_SEL","//*[@data-box-name=""allegro.user.profile.card""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mpof_ki"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" meqh_en"")][1]_RELOC",class namemeqh_en_SEL,"xpath//*[@id=""user-menu-panel2""]/div/div/div/div/div/div/div/div/div/div_SEL","//*[@data-role=""watched-offers-icon-wrapper""]_RELOC",class namemp7g_oh_SEL,xpath//html/body/div[3]/div[3]/header/div/nav/div/div/a[2]/div_SEL,"//*[@data-analytics-view-custom-item-id=""8905931946""]/div[3]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mg9e_8"")][1]/span[1]_RELOC",class name_bsvj8_SEL,"xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[13]/div/div[3]/ul/li/span_SEL","//*[@data-box-name=""allegro.metrumHeader.cart""]_RELOC",xpath//html/body/div[3]/div[3]/header/div/nav/div[4]/div_SEL,"//*[@data-analytics-view-custom-title=""Super cena!""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mzmg_6m"")][1]_RELOC",class namemzmg_6m_SEL,"xpath//*[@id=""carousel-icon-tiles-carousel-36882""]/div/div/div/div[9]/a/div_SEL","//*[@data-analytics-view-custom-item-id=""10517966216""]/div[2]/ul[1]/li[2]/span[1]_RELOC","xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[20]/div/div[2]/ul/li[2]/span_SEL","//*[@data-analytics-view-custom-item-id=""8905931946""]//*[@style=""color:#422779""]_RELOC",class namempof_vs_SEL,"xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[13]/div/div[3]/ul/li[3]/img/span_SEL","//*[@data-role=""header-primary-bar""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mp4t_8"")][1]_RELOC",class namemp4t_8_SEL,xpath//html/body/div[3]/div[3]/header/div/div_SEL,"//*[@data-box-name=""departments""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mp7g_oh"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mpof_z0"")][1]_RELOC",class namempof_z0_SEL,xpath//html/body/div[3]/div[4]/div/div/div/div/div/div/div/div/div[2]/div/nav/div/div/div[2]/div/div/div[16]_SEL,"//*[@data-analytics-view-custom-item-id=""7769891739""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mp7g_oh"")][1]_RELOC","xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[15]/div/div_SEL","//*[@data-box-name=""allegro.login.smart.status""]/div[2]_RELOC",class namempof_5r_SEL,xpath//html/body/div[3]/div[3]/header/div/nav/div[6]/div/div[2]_SEL,"//*[@data-analytics-view-custom-item-id=""11310940447""]/div[2]/ul[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mg9e_8"")][1]/span[1]_RELOC","xpath//*[@id=""carousel-carouselforoffers-36e4e""]/div/div/div/div/div[17]/div/div[2]/ul/li/span_SEL","//*[@data-box-name=""showcase-structure-partial__reco-offer-fallback""]/div[1]/div[1]_RELOC",class name_1yyhi_SEL,xpath//html/body/div[3]/div[4]/div/div/div/div/div/div/div/div/div[2]/div/div[4]/div/div/div/div_SEL,"//*[@data-group-id=""departments_Uroda""]_RELOC",class namemgn2_14_SEL,xpath//html/body/div[3]/div[4]/div/div/div/div/div/div/div/div/div[2]/div/nav/div/div/div[2]/div/div/div[6]_SEL,"//*[@data-box-name=""Programy zniżkowe""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" msts_9u"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" msts_9u"")][2]_RELOC",class namemsts_9u_SEL,"xpath//*[@id=""user-menu-panel0""]/div/div/div/div/div[3]/div/div[2]_SEL"
0,20211107222436,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True
1,20211108225051,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True
2,20211109225042,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True
3,20211110174132,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
4,20211111232948,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
5,20211112220101,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
6,20211113213137,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,20211114225410,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
8,20211115232949,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9,20211116225201,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
10,20211117231142,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11,20211118232734,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
12,20220125214434,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13,20220201222056,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14,20220202224446,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15,20220204210032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
16,20220205222958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
17,20220206221815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18,20220207232258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
19,20220208234533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20,20220209233720,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21,20220210235800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
