,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[5]/div[2]/a[2]/div_RELOC",class namecard-mini__text_SEL,"xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[5]/div[2]/a[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[2]/div[3]/a[3]/div/div_RELOC",class namecard-mini__info_SEL,"xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[2]/div[3]/a[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" menu__nav-list "")]/li[18]_RELOC",class namemenu__nav-item_SEL,"xpath//*[@id=""body""]/div[2]/div[1]/div/div[2]/nav/ul/li[18]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[3]/div[1]/div/div[3]/a[2]/div/div_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[3]/div[1]/div/div[3]/a[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" topnews "")]/div[2]/a[4]/div_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[1]/div[1]/div[1]/div[2]/a[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" last24 "")]/a[5]/div[2]_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[1]/div[2]/div[2]/a[5]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[2]/div[1]/div/div[1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" card-big__image-wrap "")][1]_RELOC",class namecard-big__image-wrap_SEL,"xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[2]/div[1]/div/div[1]/a[1]/div[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[2]/div[1]/div/div[3]/a[4]/div/div_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[2]/div[1]/div/div[3]/a[4]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[3]/div[1]/div/div[1]/a[3]/div_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[3]/div[1]/div/div[1]/a[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[3]/div[2]/a[2]/div/span_RELOC",class namecard-mini__title_SEL,"xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[3]/div[2]/a[2]/div/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" last24 "")]/a[9]/div[2]_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[1]/div[2]/div[2]/a[9]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[3]/div[1]/div/div[3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" card-big "")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" card-big__image-wrap "")][1]_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[3]/div[1]/div/div[3]/a[3]/div[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[1]/div[1]/a[1]/div_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[1]/div[1]/a[1]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[2]_RELOC",class namelonggrid-list_SEL,"xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[4]/div[3]/a[3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" card-big__info "")][1]_RELOC",class namecard-big__info_SEL,"xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[4]/div[3]/a[3]/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" header__my "")]_RELOC",class nameheader__my_SEL,"xpath//*[@id=""body""]/div[2]/div[2]/div[2]/header/div[3]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[3]/div[3]/a[4]/div_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[3]/div[3]/a[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[3]/div[1]/div/div[1]/a[4]/div/div_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[3]/div[1]/div/div[1]/a[4]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[5]/div[1]/div[5]_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[5]/div[1]/div[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" main-page "")]/section[3]/div[1]/div/div[3]/a[4]/div/span_RELOC","xpath//*[@id=""body""]/div[2]/div[2]/main/div/section[3]/div[1]/div/div[3]/a[4]/div/span_SEL"
0,20220308235144,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
1,20220309230759,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
2,20220310233926,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
3,20220311104517,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
4,20220312230849,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
5,20220315132814,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
6,20220318111226,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
7,20220319234540,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
8,20220321230735,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
9,20220323233052,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
10,20220324232020,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
11,20220326220715,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
12,20220327232125,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
13,20220401235147,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
14,20220402235643,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
15,20220404235754,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
16,20220405230950,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
17,20220406220345,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
18,20220409230743,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
19,20220410235525,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
20,20220411232249,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
21,20220412232448,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
22,20220415234943,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
23,20220416233918,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
24,20220417230654,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False
