,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hotbox"")][1]//*[@style=""margin-left:40px;""]_RELOC",xpath//html/body/div[3]/div/div[3]/div[13]/div[2]/div/ul/li_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" guanggao"")][13]_RELOC",class nameguanggao_SEL,xpath//html/body/div[3]/div/div[3]/div[17]_SEL,"//*[@id=""container""]/ul[1]/li[33]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][2]_RELOC",class namefl_SEL,"xpath//*[@id=""container""]/ul/li[33]/div/div[2]/div/div[2]/span_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][1]/ol[1]/li[2]_RELOC","xpath//*[@id=""menu_con""]/div[2]/ol/li[2]_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][4]/ol[1]/li[1]_RELOC","xpath//*[@id=""menu_con""]/div[5]/ol/li_SEL","//*[@id=""container""]/ul[1]/li[45]/div[1]_RELOC",class namearticle_item_SEL,"xpath//*[@id=""container""]/ul/li[45]/div_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][2]/ol[1]/li[7]_RELOC","xpath//*[@id=""menu_con""]/div[3]/ol/li[7]_SEL","//*[@id=""container""]/ul[1]/li[13]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_title"")][1]_RELOC",class namearticle_title_SEL,"xpath//*[@id=""container""]/ul/li[13]/div/div[2]/div/div_SEL","//*[@id=""container""]/ul[1]/li[20]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][2]_RELOC","xpath//*[@id=""container""]/ul/li[20]/div/div[2]/div/div[2]/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list"")]/ul[1]/li[8]/ul[1]/li[3]_RELOC","xpath//*[@id=""float""]/div[2]/div/ul/li[8]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" aboutus"")]/ul[1]/li[7]_RELOC",xpath//html/body/div[3]/div/div[3]/div[18]/div[2]/ul/li[7]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list"")]/ul[1]/li[3]/ul[1]/li[3]_RELOC","xpath//*[@id=""float""]/div[2]/div/ul/li[3]/ul/li[3]_SEL","//*[@id=""AdLayer""]_RELOC",idAdLayer_SEL,"xpath//*[@id=""AdLayer""]_SEL","//*[@id=""container""]/ul[1]/li[43]/div[1]_RELOC","xpath//*[@id=""container""]/ul/li[43]/div_SEL","//*[@id=""container""]/ul[1]/li[15]/div[1]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_text"")][1]_RELOC",class namearticle_text_SEL,"xpath//*[@id=""container""]/ul/li[15]/div/div[2]/div_SEL","//*[@id=""container""]/ul[1]/li[3]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_img"")][1]_RELOC",class namearticle_img_SEL,"xpath//*[@id=""container""]/ul/li[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist_text"")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rlist_con"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" img_text"")][2]_RELOC",class nameimg_text_SEL,xpath//html/body/div[3]/div/div[3]/div[6]/div[2]/div[2]_SEL,"//*[@id=""container""]/ul[1]/li[13]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_img"")][1]_RELOC","xpath//*[@id=""container""]/ul/li[13]/div/div_SEL","//*[@id=""container""]/ul[1]/li[1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")][1]_RELOC",class namearticle_box_SEL,"xpath//*[@id=""container""]/ul/li/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nav-list"")]/ul[1]/li[3]/ul[1]/li[6]_RELOC","xpath//*[@id=""float""]/div[2]/div/ul/li[3]/ul/li[6]_SEL"
0,20191030005941,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
1,20191101211144,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
2,20191102141854,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
3,20191103232502,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
4,20191104090747,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
5,20191105224507,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
6,20191107093728,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
7,20191110120728,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
8,20191111020827,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
9,20191113051014,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
10,20191114215953,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
11,20191116201317,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
12,20191117203232,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
13,20191120184054,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
14,20191124135107,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
15,20191130165109,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
16,20191203191941,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
17,20191208213031,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
18,20191210192913,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
19,20191211090337,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
20,20191213094537,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
21,20191214072857,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True
22,20191216025150,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
23,20191217123045,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
24,20191218201354,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
25,20191219015925,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
26,20191222194603,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
27,20191224213925,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
28,20191227013131,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
29,20191229021101,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
30,20191230215147,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
31,20191231200425,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
32,20200101234049,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
33,20200102141515,False,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
34,20200105205504,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
35,20200106213643,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
36,20200107193657,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
37,20200109035728,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
38,20200110193938,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
39,20200112180148,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
40,20200113234212,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
41,20200114205849,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
42,20200115213445,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
43,20200117071806,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
44,20200118163358,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
45,20200120044454,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
46,20200121182140,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
47,20200123094723,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
48,20200124023645,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
49,20200128093931,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
50,20200130122901,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
51,20200201050117,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
52,20200202194449,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
53,20200204060540,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
54,20200205032449,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
55,20200209203213,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
56,20200214212720,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True
