,Timestamp,"//*[@id=""modalID""]//*[@role=""document""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-body"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-body-content"")][1]/p[1]_RELOC","xpath//*[@id=""modalID""]/div/div[2]/div[2]/div/div[2]/p_SEL","//*[@id=""citi-modal-8240""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" cdk-visually-hidden"")][1]_RELOC",class namecdk-visually-hidden_SEL,"xpath//*[@id=""citi-modal-8240""]/div/div_SEL","//app-module-one[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mod-one"")][1]_RELOC",class namemod-one_SEL,id_SEL,"xpath//*[@id=""""]_SEL","//citi-input[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xs-12"")][1]/div[1]/div[1]/div[1]_RELOC","xpath//*[@id=""modal""]/div/div[2]/div[2]/div/div[2]/div/div/citi-input/div/div/div/div_SEL","//citi-jamp[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fillHeight"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" alignmentEl"")][1]_RELOC",class namealignmentEl_SEL,"xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div/nga-login/citi-jamp/div/div_SEL","//*[@id=""maincontent""]/div[1]/div[1]/div[1]_RELOC",class nameappbody_SEL,"xpath//*[@id=""maincontent""]/div/div/div_SEL","//*[@id=""qrCodeModal_Nga""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-footer"")][1]_RELOC",class namemodal-footer_SEL,"xpath//*[@id=""qrCodeModal_Nga""]/div/div[2]/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ct-banner-alert-box"")]_RELOC",class namect-banner-alert-box_SEL,"xpath//*[@id=""clearuser-alert-id""]/citi-banner-alert/div/div_SEL","//citi-showcase[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" showcase"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container-fluid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" text-center"")][1]/citi-text-header[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hidden"")][1]_RELOC",class namehidden_SEL,"xpath//*[@id=""threeUpContainer""]/citi-showcase/section/div/div/citi-text-header/span_SEL","//*[@id=""clearUserIdModal""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]_RELOC",class namemodal-content_SEL,"xpath//*[@id=""clearUserIdModal""]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" heroContainer"")]/div[1]_RELOC","xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div_SEL","//*[@id=""qrCodeModal_Nga""]//*[@role=""document""]_RELOC","xpath//*[@id=""qrCodeModal_Nga""]/div/div[2]/div[2]_SEL","//citi-showcase[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" showcase"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container-fluid"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xs-12"")][1]_RELOC",class namecol-xs-12_SEL,"xpath//*[@id=""threeUpContainer""]/citi-showcase/section/div/div[2]/div/div[3]_SEL","//*[@role=""main""]_RELOC","xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div_SEL","//*[@id=""modOneContainer""]_RELOC",idmodOneContainer_SEL,class namecontainer_SEL,"xpath//*[@id=""modOneContainer""]_SEL","//*[@id=""qrCodeModal_Nga""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-header"")][1]_RELOC",class namemodal-header_SEL,"xpath//*[@id=""qrCodeModal_Nga""]/div/div[2]/div_SEL","//*[@id=""citi-modal-8240""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-footer"")][1]_RELOC","xpath//*[@id=""citi-modal-8240""]/div/div[2]/div[3]_SEL","//citi-signon2[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" theme-light"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" username-input"")][1]_RELOC",class nameusername-input_SEL,"xpath//*[@id=""logInForm""]/form/div/citi-signon2/section/div[2]/div_SEL","//*[@idstr=""safeMode""]/div[1]_RELOC","xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div/nga-login/citi-modal[2]/div_SEL","//*[@id=""safeMode""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-header"")][1]_RELOC","xpath//*[@id=""safeMode""]/div/div[2]/div_SEL"
0,20220319084601,True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,False
1,20220320190859,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
2,20220321095002,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
3,20220322205342,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
4,20220323181320,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
5,20220324190449,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
6,20220325183009,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
7,20220326200705,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
8,20220327213212,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
9,20220328222609,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
10,20220329225002,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
11,20220330233646,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
12,20220331233441,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
13,20220401234016,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
14,20220402211943,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
15,20220403190521,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
16,20220404215644,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
17,20220405220452,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
18,20220406233527,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
19,20220407222612,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
20,20220408230359,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
21,20220409220023,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False
