,Timestamp,"//*[@i-loop=""19""]/*[@d-append-class=""block-link""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__text"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__date"")][1]_RELOC",class namemedia__date_SEL,xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/div[12]/div/div[2]/div_SEL,"//*[@d-time=""1643382540""]_RELOC","xpath//*[@id=""vid_d""]/article/div/div[2]/div/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" dtkframebar__menu__kanal"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" newlist-double"")][1]/li[12]_RELOC",xpath//html/body/div/div/div/div/div[2]/ul[2]/li[12]_SEL,"//*[@i-loop=""27""]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__text"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__title"")][1]//*[@style=""display:none""]_RELOC",class nameai_replace_title_SEL,xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/article[23]/div/div[2]/h3/a/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" grid-row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" column-2"")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" nav"")][1]/li[5]_RELOC",class namenav__item_SEL,xpath//html/body/footer/div/div[2]/div/nav[3]/ul/li[5]_SEL,"//*[@d-widget=""kolom""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dwidget_desktop"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-item"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" in-right"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-col-4"")][1]_RELOC",class nameph-col-4_SEL,xpath//html/body/div[7]/div/div[3]/div[12]/div/div[2]/div[2]/div/div[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" dtkframebar__wrapper"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dtkframebar__menu"")][1]_RELOC",class namedtkframebar__menu_SEL,xpath//html/body/div/div/div/div/div_SEL,"//*[@style=""margin:10px 1px 10px 0 ; text-align:center""]_RELOC",xpath//html/body/div[7]/div/div[2]/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" dtkframebar__menu__kanal"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" newlist-double"")][1]/li[6]_RELOC",xpath//html/body/div/div/div/div/div[2]/ul[2]/li[6]_SEL,"//*[@i-loop=""5""]_RELOC",class nameph_newsfeed_m_SEL,xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/div[4]_SEL,"//*[@d-widget=""detiknetwork""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dwidget_desktop"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-item"")][1]/div[4]_RELOC",xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/div[10]/div/div[2]/div[4]_SEL,"//*[@d-widget=""detiknetwork""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dwidget_desktop"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-item"")][1]/div[4]/div[1]_RELOC",class nameph-row_SEL,xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/div[10]/div/div[3]/div[4]/div_SEL,"//*[@d-widget=""kolom""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dwidget_desktop"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-item"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" in-right"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-col-4"")][2]_RELOC",xpath//html/body/div[7]/div/div[3]/div[12]/div/div[3]/div[2]/div/div[4]_SEL,"//*[@i-loop=""6""]/div[1]_RELOC",class namemedia_SEL,xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/article[4]/div_SEL,"//*[@d-widget=""mostpopular""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dwidget_desktop"")][1]/div[3]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-row"")][1]_RELOC",xpath//html/body/div[7]/div/div[3]/div[14]/div/div/div[3]/div/div_SEL,"//*[@d-widget=""kolom""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" dwidget_desktop"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-item"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-col-12"")][1]_RELOC",class nameph-col-12_SEL,xpath//html/body/div[7]/div/div[3]/div[12]/div/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" dtkframebar__menu__kanal"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" newlist-double"")][1]/li[7]_RELOC",xpath//html/body/div/div/div/div/div[2]/ul[2]/li[7]_SEL,"//*[@i-loop=""21""]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__text"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__title"")][1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ai_title"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-col-12"")][1]_RELOC",xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/article[17]/div/div[2]/h3/a/div/div_SEL,"//body[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" container"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" grid-row"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" column-4"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-content"")][1]/article[4]/div[1]_RELOC",xpath//html/body/div[7]/div/div[3]/div[5]/div[2]/article[4]/div_SEL,"//*[@i-loop=""27""]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__text"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media__date"")][1]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ph-col-4"")][1]_RELOC",xpath//html/body/div[7]/div/div[2]/div[3]/div[2]/article[23]/div/div[2]/div/div/div_SEL
0,20220128235416,True,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False
1,20220129225216,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False
2,20220130235315,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False
3,20220131235333,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
4,20220201232701,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
5,20220202235245,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
6,20220203235321,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False
7,20220205235306,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
8,20220206235215,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
9,20220207235249,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
10,20220208235229,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
11,20220209235538,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
12,20220210235206,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
13,20220211235215,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
14,20220212235247,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
15,20220214235243,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
16,20220215191343,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
17,20220217165254,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
18,20220218235248,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
19,20220219235214,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
20,20220220235237,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
21,20220223235140,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
22,20220224235146,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
23,20220225235149,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
24,20220226235211,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
25,20220227225148,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
26,20220301233158,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
27,20220302235150,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
28,20220303225248,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
29,20220304210617,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
30,20220305235606,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False
