,Timestamp,//article[1]/div[1]/div[1]/aside[1]/div[1]/ul[1]/li[1]/div[1]_RELOC,class nameproject-icon_SEL,"xpath//*[@id=""pg_index""]/div[4]/article/div/div/aside/div/ul/li/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" social "")]/span[2]/span[1]_RELOC","xpath//*[@id=""offCanvas""]/ul/li[8]/span[2]/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" intro "")]/div[2]_RELOC",class namerow_SEL,"xpath//*[@id=""pg_index""]/div[4]/article/header/div[2]_SEL","//*[@id=""messages""]_RELOC",idmessages_SEL,"xpath//*[@id=""messages""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" dropdown-with-pane "")]/li[14]_RELOC",class namepane-parent_SEL,"xpath//*[@id=""pg_index""]/div[4]/div/section[3]/nav/div/div[2]/ul/li[14]_SEL",//article[1]/div[4]/div[2]/aside[1]/div[1]/ul[1]/li[25]_RELOC,"xpath//*[@id=""pg_index""]/div[4]/article/div[4]/div[2]/aside/div/ul/li[25]_SEL",//article[1]/div[3]/div[2]/aside[1]/div[1]/ul[1]/li[1]/div[2]/div[2]_RELOC,class namesummary_SEL,"xpath//*[@id=""pg_index""]/div[4]/article/div[3]/div[2]/aside/div/ul/li/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" social-label "")]_RELOC",class namesocial-label_SEL,"xpath//*[@id=""offCanvas""]/ul/li[8]/span_SEL",//article[1]/div[3]/div[1]/aside[1]/div[1]_RELOC,class namebody_SEL,"xpath//*[@id=""pg_index""]/div[4]/article/div[3]/div/aside/div_SEL","//*[@id=""overlay-blockthis-wrapper""]_RELOC",idoverlay-blockthis-wrapper_SEL,"xpath//*[@id=""overlay-blockthis-wrapper""]_SEL",//article[1]/div[1]/div[1]/aside[1]/div[1]/ul[1]/li[2]/div[2]/div[2]_RELOC,class namestats_SEL,"xpath//*[@id=""pg_index""]/div[4]/article/div/div/aside/div/ul/li[2]/div[2]/div[2]_SEL",//article[1]/div[4]/div[2]/aside[1]/div[1]/ul[1]/li[1]_RELOC,"xpath//*[@id=""pg_index""]/div[4]/article/div[4]/div[2]/aside/div/ul/li_SEL",//article[1]/div[2]/div[1]/aside[1]/div[1]/ul[1]/li[1]/div[2]/div[1]_RELOC,class nameresult-heading-texts_SEL,"xpath//*[@id=""pg_index""]/div[4]/article/div[2]/div/aside/div/ul/li/div[2]/div_SEL",//article[1]/div[3]/div[1]/aside[1]/div[1]/ul[1]/li[2]/div[2]/div[2]_RELOC,"xpath//*[@id=""pg_index""]/div[4]/article/div[3]/div/aside/div/ul/li[2]/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" dropdown-with-pane "")]/li[2]/div[1]_RELOC",class namesub-pane_SEL,"xpath//*[@id=""pg_index""]/div[4]/div/section[3]/nav/div/div[2]/ul/li[2]/div_SEL",//article[1]/div[4]/div[1]/aside[1]/div[1]/ul[1]/li[6]_RELOC,"xpath//*[@id=""pg_index""]/div[4]/article/div[4]/div/aside/div/ul/li[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" dropdown-with-pane "")]/li[13]/div[1]_RELOC","xpath//*[@id=""pg_index""]/div[4]/div/section[3]/nav/div/div[2]/ul/li[13]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" stat-row "")]/div[1]/span[2]_RELOC",class namestat-label_SEL,"xpath//*[@id=""pg_index""]/div[4]/article/header/div[2]/div/div/div/div/span[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" reveal "")]_RELOC",class namereveal_SEL,idccpa-modal_SEL,"xpath//*[@id=""ccpa-modal""]_SEL",//article[1]/div[4]/div[2]/aside[1]/div[1]/ul[1]/li[33]_RELOC,"xpath//*[@id=""pg_index""]/div[4]/article/div[4]/div[2]/aside/div/ul/li[33]_SEL"
17,20220324220742,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,33,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
18,20220325192954,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,33,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
19,20220326234434,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,33,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
20,20220327203114,1,11,0,1,2,1,14,0,1,1,1,1,14,0,1,0,1,9,0,1,1,2,1,6,0,1,1,1,1,2,0,1,0,1,11,0,1,0,1,14,0,1,0,1,0,1,3,0,1,1,1,1,1,0
21,20220328175649,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,33,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
22,20220329213401,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,2,1,33,1,11,2,0,1,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
23,20220330223556,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,2,1,33,1,11,2,0,1,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
24,20220331234326,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
25,20220401214130,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
26,20220402212822,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
27,20220403231527,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
28,20220404233144,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
29,20220405204241,1,11,0,1,2,1,14,0,1,1,1,1,14,0,1,0,1,9,0,1,1,2,1,6,0,1,1,1,1,2,0,1,0,1,11,0,1,0,1,14,0,1,0,1,0,1,3,0,1,1,1,1,1,0
30,20220406232230,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
31,20220407234948,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
32,20220408231811,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
33,20220409233917,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
34,20220410234037,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
35,20220411234549,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
36,20220412234329,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
37,20220413181932,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
38,20220414233415,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,2,1,34,1,11,2,0,1,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
39,20220415224320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,20220416214057,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
41,20220417232710,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
42,20220418223622,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,34,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
43,20220419232639,1,11,0,1,2,1,14,0,1,1,1,1,14,0,1,0,1,9,0,1,1,2,1,6,0,1,1,1,1,2,0,1,0,1,11,0,1,0,1,14,0,1,0,1,0,1,3,0,1,1,1,1,1,0
44,20220420213013,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
45,20220421221626,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
46,20220422213727,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
47,20220423233628,1,11,0,1,2,1,14,0,1,1,1,1,14,0,1,0,1,8,0,1,1,2,1,6,0,1,1,1,1,2,0,1,0,1,11,0,1,0,1,14,0,1,0,1,0,1,3,0,1,1,1,1,1,0
48,20220424201438,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
49,20220425233326,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
50,20220426224042,1,11,0,1,2,1,14,0,1,1,1,1,14,0,1,0,1,9,0,1,1,2,1,6,0,1,1,1,1,2,0,1,0,1,11,0,1,0,1,14,0,1,0,1,0,1,3,0,1,1,1,1,1,0
51,20220427200828,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
52,20220428230613,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
53,20220429223632,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,2,1,40,1,11,2,0,1,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
54,20220430234128,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
55,20220501224000,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
56,20220502230400,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,2,1,40,1,11,2,0,1,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
57,20220503234144,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
58,20220504152926,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
59,20220505234738,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
60,20220506225555,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
61,20220507234510,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
62,20220508224312,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,1,1,1,1,1,1
63,20220509200115,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,9,4,1,1,2,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
64,20220510233403,1,11,33,1,2,1,14,1,1,1,1,1,14,1,1,1,1,8,4,1,1,2,1,6,2,1,1,1,1,2,2,1,40,1,11,2,0,1,1,14,1,1,2,1,1,1,3,2,0,0,0,0,1,1
65,20220511222538,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
66,20220512234141,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
67,20220513125747,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
68,20220514195836,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
69,20220515233720,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
70,20220516221344,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
71,20220517200435,1,11,0,0,0,1,12,0,1,1,1,0,0,0,1,0,1,9,0,0,0,0,1,6,0,1,1,1,1,2,0,1,0,1,11,0,1,0,0,0,0,1,0,0,0,1,3,0,1,1,1,1,1,0
72,20220518224116,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
73,20220519224304,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
74,20220520233447,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
75,20220521231046,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
76,20220522185522,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
77,20220523205255,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
78,20220524200837,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
79,20220525212144,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,9,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,0,0,0,0,1,1
80,20220526230045,1,11,0,0,0,1,12,0,1,1,1,0,0,0,1,0,1,9,0,0,0,0,1,6,0,1,1,1,1,2,0,1,0,1,11,0,1,0,0,0,0,1,0,0,0,1,3,0,1,1,1,1,1,0
81,20220527222926,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
82,20220528230033,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,2,1,40,1,11,2,0,1,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
83,20220529215545,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,2,1,40,1,11,2,0,1,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
84,20220530224539,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,2,1,40,1,11,2,0,1,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
85,20220531233849,1,11,33,0,0,1,12,1,1,1,1,0,0,0,1,1,1,8,4,0,0,0,1,6,2,1,1,1,1,2,3,1,40,1,11,2,1,2,0,0,0,1,2,0,0,1,3,2,1,1,1,1,1,1
