,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" articles--iridescent-list--popular-videos-item__bottom-list "")]/li[3]_RELOC",class namearticles--iridescent-list--popular-videos-item__bottom-list-item_SEL,"xpath//*[@id=""latest-news""]/div[2]/div[2]/div[3]/div[2]/ul/li[3]_SEL","//*[@id=""article_4877417""]/aside/header/span_RELOC",class namearticles--iridescent-list--text-item__datetime_SEL,"xpath//*[@id=""article_4877417""]/aside/header/span_SEL","//*[@id=""trending_tag_526262""]_RELOC",class nametag-snippet_SEL,idtrending_tag_526262_SEL,"xpath//*[@id=""trending_tag_526262""]_SEL","//*[@id=""div-gpt-ad-liputan6-inarticle-oop""]_RELOC",iddiv-gpt-ad-liputan6-inarticle-oop_SEL,"xpath//*[@id=""div-gpt-ad-liputan6-inarticle-oop""]_SEL","//*[@id=""article_4877404""]/aside/header/h4/a/span_RELOC",class namearticles--iridescent-list--text-item__title-link-text_SEL,"xpath//*[@id=""article_4877404""]/aside/header/h4/a/span_SEL","//*[@id=""content-promotion-4872829""]/a/div[1]_RELOC",class namecontent-promotion--stm__thumb_SEL,"xpath//*[@id=""content-promotion-4872829""]/a/div[1]_SEL","//*[@title=""COVID-19 Jakarta Terus Naik, Satgas: Rem Darurat Perlu Pertimbangan""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" headline--bottom-slider__item_thumbnail "")][1]_RELOC",class nameheadline--bottom-slider__item_thumbnail_SEL,"xpath//*[@id=""main""]/div[3]/div/article/div[1]/div[2]/div[2]/ul/li[4]/a/div[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" authentication--popup__image "")]_RELOC",class nameauthentication--popup__image_SEL,xpath//html/body/div[3]/div[2]/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" box--header__more "")]_RELOC",class namebox--header__more_SEL,"xpath//*[@id=""popular-articles""]/header/span_SEL","//*[@id=""content-promotion-4870087""]/a/div[1]_RELOC","xpath//*[@id=""content-promotion-4870087""]/a/div[1]_SEL","//*[@id=""category-1097""]_RELOC",idcategory-1097_SEL,class namenavbar--menu--item_SEL,"xpath//*[@id=""category-1097""]_SEL","//*[@data-article-id=""4877504""]_RELOC",class nameheadline--bottom-slider__item_SEL,"xpath//*[@id=""main""]/div[3]/div/article/div[1]/div[2]/div[2]/ul/li[5]_SEL","//*[@id=""div-gpt-ad-liputan6-middle""]_RELOC",iddiv-gpt-ad-liputan6-middle_SEL,"xpath//*[@id=""div-gpt-ad-liputan6-middle""]_SEL","//*[@id=""article_4877560""]/aside/header/span_RELOC","xpath//*[@id=""article_4877560""]/aside/header/span_SEL","//*[@data-slug=""bri-liga-1""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" tag-snippet__text "")][1]_RELOC",class nametag-snippet__text_SEL,"xpath//*[@id=""trending_tag_665346""]/a/span_SEL","//*[@data-article-id=""4877527""]_RELOC","xpath//*[@id=""main""]/div[3]/div/article/div[1]/div[2]/div[2]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" articles--iridescent-list--popular-photos-item__main-title "")]_RELOC",class namearticles--iridescent-list--popular-photos-item__main-title_SEL,"xpath//*[@id=""latest-news""]/div[2]/div[2]/div[2]/div[2]/div[1]/div[1]/a/div/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" authentication--popup__background "")]_RELOC",class nameauthentication--popup__background_SEL,xpath//html/body/div[3]/div[1]_SEL,"//*[@id=""article_4877552""]/aside/header/h4/a/span_RELOC","xpath//*[@id=""article_4877552""]/aside/header/h4/a/span_SEL","//*[@id=""category-8""]_RELOC",idcategory-8_SEL,"xpath//*[@id=""category-8""]_SEL"
0,20220204190501,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
1,20220205182538,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
2,20220206185751,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
3,20220207182721,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True
4,20220209184244,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
5,20220210190942,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
6,20220211182821,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
7,20220212185325,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
8,20220213193450,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
9,20220215194250,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
10,20220216190712,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
11,20220217190847,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
12,20220218200235,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
13,20220221184929,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
14,20220223184139,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True
