,Timestamp,"//*[@data-unit-id=""apple-fitness-plus-winter""]_RELOC",xpath//html/body/main/section[3]/div_SEL,"//*[@data-unit-id=""iphone-switcher""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" module-content"")]_RELOC",class namemodule-content_SEL,xpath//html/body/main/section[3]/div[2]/div_SEL,"//*[@aria-label=""Apple Directory""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")][2]_RELOC",class nameac-gf-directory-column-section-item_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div[2]/div[2]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-searchform-reset-background"")]_RELOC",class nameac-gn-searchform-reset-background_SEL,"xpath//*[@id=""ac-gn-searchform-reset""]/span_SEL","//*[@aria-label=""Apple Directory""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-anchor-label"")]_RELOC",class nameac-gf-directory-column-section-anchor-label_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div[2]/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-item"")][2]_RELOC",class nameac-gn-item_SEL,"xpath//*[@id=""ac-globalnav""]/div/ul[2]/li[2]_SEL","//*[@data-unit-id=""tv-plus-macbeth""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")]_RELOC",class nameunit-copy-wrapper_SEL,xpath//html/body/main/section[3]/div[7]/div/div/div_SEL,"//*[@data-unit-id=""apple-fitness-plus-winter""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")]_RELOC",class namecta-links_SEL,xpath//html/body/main/section[3]/div/div/div/div/div_SEL,"//*[@aria-label=""Apple Directory""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column-section-item"")]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div[5]/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-bagview-content"")]_RELOC",class nameac-gn-bagview-content_SEL,idac-gn-bagview-content_SEL,"xpath//*[@id=""ac-gn-bagview-content""]_SEL","//*[@id=""ac-gn-bag""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gn-bag-wrapper"")]/*[@data-analytics-title=""bag""][2]_RELOC",class nameac-gn-bag-badge_SEL,"xpath//*[@id=""ac-gn-bag""]/div/span_SEL","//*[@data-unit-id=""apple-fitness-plus-winter""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")]_RELOC",xpath//html/body/main/section[3]/div/div/div/div_SEL,"//*[@data-analytics-section-engagement=""name:promo-apple-card-january""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" module-content"")]_RELOC",xpath//html/body/main/section[3]/div[6]/div_SEL,"//*[@aria-label=""Apple Directory""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column"")]_RELOC",class nameac-gf-directory-column_SEL,"xpath//*[@id=""ac-globalfooter""]/div/nav/div_SEL","//*[@data-unit-id=""watch-series-7""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-wrapper"")]_RELOC",class nameunit-wrapper_SEL,xpath//html/body/main/section[2]/div[3]/div/div_SEL,"//*[@aria-label=""Apple Directory""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-directory-column"")][5]_RELOC","xpath//*[@id=""ac-globalfooter""]/div/nav/div[5]_SEL","//*[@data-unit-id=""iphone-13-pro""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")]_RELOC",xpath//html/body/main/section[2]/div/div/div/div/div_SEL,"//*[@data-unit-id=""tv-plus-macbeth""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" cta-links"")]_RELOC",xpath//html/body/main/section[3]/div[7]/div/div/div/div_SEL,"//*[@data-analytics-section-engagement=""name:promo-apple-card-january""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" unit-copy-wrapper"")]_RELOC",xpath//html/body/main/section[3]/div[6]/div/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ac-gf-footer-shop"")]_RELOC",class nameac-gf-footer-shop_SEL,"xpath//*[@id=""ac-globalfooter""]/div/section[2]/div_SEL"
20,20220208235855,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
21,20220209235501,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
22,20220210234516,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
23,20220211235442,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
24,20220212235350,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
25,20220213234050,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
26,20220214235416,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
27,20220215235939,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
28,20220216235455,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
29,20220217235756,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
30,20220218235646,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
31,20220219233447,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
32,20220220235642,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
33,20220221235540,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
34,20220222235457,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
35,20220223235907,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
36,20220224235832,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
37,20220225235936,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
38,20220226235806,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
39,20220227235816,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
40,20220228235312,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
41,20220301235842,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
42,20220302235228,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
43,20220303235942,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
44,20220304235825,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
45,20220305235539,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
46,20220306235941,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
47,20220307235847,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
48,20220308234952,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
49,20220309235456,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
50,20220310235308,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
51,20220311234633,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
52,20220312235148,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
53,20220313232705,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
54,20220314235212,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
55,20220315234823,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
56,20220316235456,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
57,20220317234808,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
58,20220318233312,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
59,20220319235143,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
60,20220320235447,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
61,20220321235238,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True
62,20220322235208,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
63,20220323233143,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
64,20220324235933,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
65,20220325234004,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
66,20220326233748,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
67,20220327234606,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
68,20220328234956,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
69,20220329235125,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
70,20220330234023,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
71,20220331235915,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
72,20220401235943,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
73,20220402235201,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
74,20220403235550,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
75,20220404234551,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
76,20220405234537,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
77,20220406235350,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
78,20220407234625,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
79,20220408234208,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
80,20220409234952,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True
