,Timestamp,"//*[@id=""modalID""]//*[@role=""document""]/*[@tabindex=""-1""][1]_RELOC",class namemodal-body_SEL,"xpath//*[@id=""modalID""]/div/div[2]/div[2]/div_SEL","//*[@id=""citi-modal-8240""]//*[@role=""document""]/*[@tabindex=""-1""][1]/*[@tabindex=""-1""][2]_RELOC",class namemodal-body-content_SEL,"xpath//*[@id=""citi-modal-8240""]/div/div[2]/div[2]/div/div[2]_SEL","//*[@idstr=""clearUserIdModal""]_RELOC","xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div/nga-login/citi-modal[3]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ct-banner-alert-box"")]_RELOC",class namect-banner-alert-box_SEL,"xpath//*[@id=""clearuser-alert-id""]/citi-banner-alert/div/div_SEL","///*[contains(concat("" "", normalize-space(@class), "" ""), "" alignmentEl"")]_RELOC",class namealignmentEl_SEL,"xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-hero/div/div/nga-login/citi-jamp/div/div_SEL","//*[@idstr=""password""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" form-control-container"")][1]_RELOC",class nameform-control-container_SEL,"xpath//*[@id=""logInForm""]/form/div/citi-signon2/section/div[2]/div[2]/citi-input2/div_SEL","//*[@id=""modalID""]//*[@role=""document""]/*[@tabindex=""-1""][1]/*[@tabindex=""-1""][2]_RELOC","xpath//*[@id=""modalID""]/div/div[2]/div[2]/div/div[2]/p_SEL","//*[@id=""signInBtn""]_RELOC",class namebtn_SEL,idsignInBtn_SEL,"xpath//*[@id=""signInBtn""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" theme-light"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xs-6"")][1]_RELOC",class namecol-xs-6_SEL,"xpath//*[@id=""logInForm""]/form/div/citi-signon2/section/div[5]/div_SEL","//*[@id=""modal""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" theme-light"")]_RELOC",class nametheme-light_SEL,"xpath//*[@id=""modal""]/div/div[2]/div[2]/div/div[2]/div/div_SEL","//*[@id=""safeMode""]/*[@tabindex=""-1""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" modal-content"")][1]_RELOC",class namemodal-content_SEL,"xpath//*[@id=""safeMode""]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" theme-light"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" row"")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" col-xs-6"")][3]_RELOC","xpath//*[@id=""logInForm""]/form/div/citi-signon2/section/div[5]/div[3]_SEL","//*[@id=""qrCodeModal_Nga""]/*[@tabindex=""-1""][1]/*[@tabindex=""0""][1]_RELOC",class namecdk-visually-hidden_SEL,"xpath//*[@id=""qrCodeModal_Nga""]/div/div[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" threeUp"")]_RELOC",class namethreeUp_SEL,"xpath//*[@id=""maincontent""]/div/div/div/app-landingpage/div/citi-simple-layout/div/app-three-up/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mod-seven"")][1]_RELOC",class namemod-seven_SEL,id_SEL,"xpath//*[@id=""""]_SEL","xpath//*[@id=""qrCodeModal_Nga""]/div/div_SEL","//*[@id=""modal""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" header"")]_RELOC",class nameheader_SEL,"xpath//*[@id=""modal""]/div/div[2]/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" primary"")]_RELOC",class nameprimary_SEL,xpath//html/body/app-root/cbol-core/citi-parent-layout/div/citi-header/div/div_SEL,"//*[@id=""modal""]//*[@role=""document""]/*[@tabindex=""-1""][1]/*[@tabindex=""-1""][2]_RELOC","xpath//*[@id=""modal""]/div/div[2]/div[2]/div/div[2]_SEL","//*[@id=""modal""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" text-right"")]_RELOC",class nametext-right_SEL,"xpath//*[@id=""modal""]/div/div[2]/div[3]/div_SEL"
0,20220319084601,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
1,20220320190859,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
2,20220321095002,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
3,20220322205342,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
4,20220323181320,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
5,20220324190449,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
6,20220325183009,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
7,20220326200705,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
8,20220327213212,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
9,20220328222609,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
10,20220329225002,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
11,20220330233646,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
12,20220331233441,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
13,20220401234016,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
14,20220402211943,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
15,20220403190521,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
16,20220404215644,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True
